id,temperature,humidity,temp_ds,timestamp
2022,27.9,65.8,28.5,6/19/2025 12:21
2023,27.6,66.5,28.437,6/19/2025 12:21
2024,27.6,66.4,28.375,6/19/2025 12:21
2025,27.5,66.6,28.25,6/19/2025 12:21
2026,27.5,66.6,28.125,6/19/2025 12:22
2027,27.4,66.7,28.062,6/19/2025 12:22
2028,27.4,67.4,28.062,6/19/2025 12:22
2029,27.3,66.6,28,6/19/2025 12:22
2030,27.3,66.7,28,6/19/2025 12:23
2031,27.3,66.7,28.5,6/19/2025 12:47
2032,27,68.1,28.5,6/19/2025 12:47
2033,27,68,28.437,6/19/2025 12:47
2034,27,68,28.437,6/19/2025 12:47
